angular/angular.js,9461,9371,0.6731445916,Y
angular/angular.js,7352,7333,0.6637372809,Y
angular/angular.js,13349,13347,0.6614350994,Y
angular/angular.js,5831,5722,0.6518650706,Y
angular/angular.js,16335,15412,0.6407375948,Y
angular/angular.js,15251,15228,0.6379803593,N
angular/angular.js,6166,3863,0.6223957979,Y
angular/angular.js,5327,5230,0.6121810053,Y
angular/angular.js,4797,4788,0.6079151013,Y
angular/angular.js,14252,14229,0.6063975415,Y
angular/angular.js,10187,10184,0.6052259231,Y
angular/angular.js,8426,5933,0.6044359484,N
angular/angular.js,8926,1653,0.6029130228,N(similar)
angular/angular.js,8781,7685,0.6020145939,N(?)
angular/angular.js,10437,10427,0.6008938748,N(?)
angular/angular.js,10136,9865,0.6004838158,Y
angular/angular.js,14220,12957,0.6000805914,N
angular/angular.js,6299,5560,0.5981219983,Unknown
angular/angular.js,8516,8512,0.5978069218,Unknown(mention)
angular/angular.js,3086,2293,0.5977931402,Unknown
angular/angular.js,8108,7902,0.5964183718,Unknown(mention)
angular/angular.js,10684,7191,0.5955755532,Unknown
angular/angular.js,2545,2169,0.5948323317,Unknown
angular/angular.js,9712,2896,0.5932747836,Unknown
angular/angular.js,15983,15971,0.5921590302,Unknown
angular/angular.js,7915,5798,0.5916703888,Unknown
angular/angular.js,4220,2422,0.5913285609,Unknown
angular/angular.js,5915,3115,0.590904549,Unknown
angular/angular.js,16386,6090,0.5907957473,Unknown
angular/angular.js,15431,4936,0.5907957473,Unknown
angular/angular.js,6809,6789,0.5907957473,Unknown
angular/angular.js,16527,9844,0.5907957473,Unknown
angular/angular.js,14755,9844,0.5907957473,Unknown
angular/angular.js,13226,2896,0.5907957473,Unknown
angular/angular.js,12052,11584,0.5907957473,Unknown
angular/angular.js,11758,2179,0.5907957473,Unknown
angular/angular.js,11285,9741,0.5907957473,Unknown
angular/angular.js,10842,9601,0.5907957473,Unknown
angular/angular.js,10130,1691,0.5907957473,Unknown
angular/angular.js,8096,7944,0.5907957473,Unknown
angular/angular.js,6790,5187,0.5907957473,Unknown
angular/angular.js,5774,5540,0.5907957473,Unknown
angular/angular.js,4658,4615,0.5907957473,Unknown(mention)
angular/angular.js,14439,13711,0.5902327464,Unknown
ansible/ansible,8657,8388,0.642865105,Y
ansible/ansible,24234,21984,0.6249985267,Y
ansible/ansible,13550,13178,0.6140082744,Y
ansible/ansible,34019,30757,0.6117631582,Y
ansible/ansible,26998,25623,0.6099217871,Y(?)
ansible/ansible,26984,26967,0.6083069019,Y
ansible/ansible,32592,32421,0.6055868624,N
ansible/ansible,41863,40689,0.5994434104,N
ansible/ansible,16672,14049,0.5990275172,Y
ansible/ansible,19140,18706,0.5973510748,Unknown
ansible/ansible,40839,15481,0.5929399993,Unknown
ansible/ansible,16841,16824,0.5928514018,Unknown(mention)
ansible/ansible,19938,19866,0.5925431235,Unknown(mention)
ansible/ansible,32654,31320,0.5900201209,Unknown(mention)
ceph/ceph,22780,22550,0.6614350994,Y
ceph/ceph,22141,21997,0.6603764775,Y
ceph/ceph,17999,17801,0.6518650706,Y
ceph/ceph,19838,19764,0.6471593145,Y
ceph/ceph,1589,1517,0.632869059,Y
ceph/ceph,13818,13550,0.6249985267,N(followup)
ceph/ceph,21900,21592,0.6189990132,Y
ceph/ceph,7497,7356,0.606060052,Y
ceph/ceph,20413,20384,0.5999576563,Y
ceph/ceph,4069,3561,0.5993517296,Y
ceph/ceph,2587,1644,0.5948575277,Unknown
ceph/ceph,14717,14211,0.593033249,Unknown
ceph/ceph,21844,21593,0.5912795749,Unknown
ceph/ceph,21589,21434,0.5912795749,Unknown
ceph/ceph,21495,21396,0.5910433629,Unknown
cocos2d/cocos2d-x,16238,16232,0.6736651038,Y
cocos2d/cocos2d-x,12981,12977,0.6731445916,Y
cocos2d/cocos2d-x,1870,1757,0.6622218037,Y
cocos2d/cocos2d-x,2346,2178,0.661480491,Y
cocos2d/cocos2d-x,4789,4350,0.6357078557,Y
cocos2d/cocos2d-x,13181,13173,0.6252495777,N
cocos2d/cocos2d-x,6764,6755,0.6178479621,Y
cocos2d/cocos2d-x,13778,12071,0.6140082744,Y
cocos2d/cocos2d-x,14155,14039,0.6095105717,Y
cocos2d/cocos2d-x,12149,12139,0.6014334228,Y
cocos2d/cocos2d-x,3502,3463,0.596186817,N
cocos2d/cocos2d-x,11205,11202,0.5923908001,N
cocos2d/cocos2d-x,16266,10915,0.5907957473,N
cocos2d/cocos2d-x,15772,10915,0.5907957473,N
cocos2d/cocos2d-x,14118,9247,0.5907957473,N
cocos2d/cocos2d-x,13629,9247,0.5907957473,N
cocos2d/cocos2d-x,9178,8596,0.5907957473,N
cocos2d/cocos2d-x,15958,9247,0.5907957473,N
cocos2d/cocos2d-x,11065,9247,0.5907957473,Unknown
cocos2d/cocos2d-x,9148,5684,0.5907957473,Unknown
cocos2d/cocos2d-x,4969,4942,0.5907957473,Unknown
django/django,5662,2585,0.6786472989,Y
django/django,6272,6099,0.6776116401,Y
django/django,6279,5035,0.6656216605,Y
django/django,8974,8332,0.6484294084,Y
django/django,4655,4651,0.6181791203,Y
django/django,3909,3694,0.6144130274,Y
django/django,6823,6753,0.6141563805,N
django/django,6558,4492,0.6100157365,N(?)
django/django,4961,4562,0.6085448313,Y
django/django,4520,4498,0.6085195719,Y
django/django,5238,1574,0.6067801917,N
django/django,636,634,0.6063221784,Y
django/django,6605,4105,0.5993691324,N(followup)
django/django,9565,9386,0.5974857016,Unknown(mention)
django/django,3818,1688,0.596186817,Unknown
django/django,3084,3032,0.5955755532,Unknown(mention)
django/django,8208,5814,0.5954116458,Unknown
django/django,6426,6085,0.5948119866,Unknown
django/django,3995,1023,0.5938912815,Unknown
django/django,5162,4749,0.5929621499,Unknown
django/django,6713,4872,0.5925474743,Unknown
django/django,5605,1477,0.5911486299,Unknown
django/django,9273,8497,0.5907957473,Unknown
docker/docker,5225,5222,0.6471593145,Y
docker/docker,36396,29376,0.6144130274,Y
docker/docker,21591,21498,0.6097099606,N
docker/docker,7550,7301,0.60858448,Y
docker/docker,9679,9631,0.6082381824,N
docker/docker,23283,23274,0.6079513929,N
