dotnet/corefx 3267 3264 [0.15131372214278638, 0.21088873561952118, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0, 0] 1
dotnet/corefx 6337 6335 [0.0556386110252071, 0.0, 0.0, 0.0, 0.06666666666666667, 1, 0.017094017094017096, 1.0, 0, 0] 1
dotnet/corefx 6202 6181 [0.02352179150223733, 0.05365349661617645, 0.0, 0.0, 0.5, 3, 0.3333333333333333, 0.47058823529411764, 0, 0] 1
dotnet/corefx 20697 20599 [-0.017236782158641616, 0.08052439703871965, 0.779207186222088, 0.7719441018602432, 0.84375, 54, 0.7562068965517241, 0.8405519356075124, 0, 0] 1
dotnet/corefx 17428 17419 [0.004920993754969594, 0.28411100884115364, 0.2877590844738703, 0.8029255152014779, 0.1, 1, 0.16363636363636364, 1.0, -1, 0] 1
dotnet/corefx 10460 10450 [0.0053456218368208505, 0.04917398905551364, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0, 0] 1
dotnet/corefx 15044 14939 [-0.01150917477012243, 0.008762337937460693, 0.0, 0.0, 0.0038819875776397515, 5, 0.010895170789163721, 0.6342857142857142, -1, 0] 1
dotnet/corefx 34 32 [0.020655469013732664, 0.6043492945293014, 0.11292862027782259, 0.1878908073834229, 0.14285714285714285, 1, 0.23563218390804597, 1.0, 0, 0] 1
dotnet/corefx 419 406 [-0.0056186221259382566, 0.08369943074836358, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0, 0] 1
dotnet/corefx 7925 7886 [0.005471201253198029, 0.08948144373267548, 0.0, 0.0, 0.1, 1, 0.0019743336623889436, 1.0, 0, 0] 1
dotnet/corefx 16069 9537 [0.028651161275999367, 0.07270942214083764, 0.06489941245430546, 0.0, 0.0, 0, 0.0, 0.0, 0, 0] 1
dotnet/corefx 6089 6058 [0.061469206552810504, 0.17607687811886477, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0] 1
dotnet/corefx 7627 7610 [0.25277294440445974, -0.009218814020774941, 0.0, 0.0, 0.7, 7, 0.900990099009901, 1.0, 0, 0] 1
dotnet/corefx 17151 17137 [0.11281290680867927, 0.3821840006103017, 0.4306175330235427, 0.46823257442770916, 0.25, 1, 0.0, 0.0, 1, 0] 1
dotnet/corefx 2694 2675 [0.2659950791568276, 0.5008819903270357, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0, 0] 1
dotnet/corefx 4160 4157 [-0.002693293388478758, 0.13031524688140642, 0.5675295754897275, 0.9164985615831226, 0.25, 1, 0.39933993399339934, 0.952755905511811, 0, 0] 1
dotnet/corefx 7562 6293 [0.04759867380989558, 0.06407450780262879, 0.14367641405579792, 0.0, 0.09090909090909091, 1, 0.0, 0.0, 0, 0] 1
dotnet/corefx 16826 16814 [0.12048252359128327, 0.11002624845598996, 1.0000000000000002, 1.0000000000000002, 1.0, 1, 1.0, 1.0, 0, 0] 1
dotnet/corefx 8741 8740 [0.5135234331881153, 0.0, 0.0, 0.0, 1.0, 3, 1.0, 1.0, 0, 1] 1
dotnet/corefx 14641 14631 [0.3182189950244538, 0.04045629639142434, 0.9007275773937267, 0.9007275773937267, 1.0, 2, 0.8921161825726142, 0.8921161825726142, 1, 0] 1
dotnet/corefx 441 438 [0.5361659254155634, 0.0, 0.06194532070681855, 0.8492201731026441, 0.21052631578947367, 4, 0.08687258687258688, 0.34615384615384615, 0, 0] 1
dotnet/corefx 6585 6194 [0.37804452696699853, 0.16516700150210137, 0.5906414396082312, 0.5906414396082312, 0.9, 9, 0.9316455696202531, 0.942381562099872, 0, 0] 1
dotnet/corefx 19477 19463 [0.28720809797531693, 0.2497482635379701, 0.7822059286897675, 0.0, 0.0, 0, 0.0, 0.0, 1, 0] 1
dotnet/corefx 12873 12863 [0.669486750063521, 0.5758017314989365, 0.44859857211816895, 0.3754643982914894, 0.04878048780487805, 2, 0.021377672209026127, 0.084375, 0, 0] 1
dotnet/corefx 9560 9557 [0.37359192233656335, 0.3542431700077575, 0.0, 0.0, 0.005780346820809248, 1, 0.0010570824524312897, 1.0, -1, 0] 1
dotnet/corefx 3686 3046 [0.7364845767462841, 0.4510524866184283, 0.6484117968075858, 0.8190151142557939, 0.4, 2, 0.11578947368421053, 0.5116279069767442, 0, 1] 1
dotnet/corefx 5345 5327 [0.30435301341549426, 0.013611671214304894, 0.0, 0.0, 1.0, 2, 1.0, 1.0, 0, 0] 1
dotnet/corefx 10718 10715 [0.7400335413454093, 0.0, 0.0, 0.0, 0.007352941176470588, 2, 0.0066857688634192934, 0.8, 0, 0] 1
dotnet/corefx 9113 9112 [0.962854942272984, 0.06891457939017186, 0.0, 0.0, 1.0, 333, 0.999341816586222, 0.999341816586222, 1, 0] 1
dotnet/corefx 9312 9310 [0.8605188083573494, 0.0, 0.0, 0.0, 1.0, 29, 1.0, 1.0, 0, 0] 1
nodejs/node 12878 12875 [0.4057800524592898, 0.8037555456922758, 0.3869803750442081, 0.3869803750442081, 0.8307692307692308, 54, 0.6554913294797687, 0.6856106408706167, -1, 0] 1
nodejs/node 1424 493 [0.008171877463199974, 0.19162144516440166, 0.008337962003918615, 0.0, 0.0, 0, 0.0, 0.0, 0, 0] 1
