dotnet/corefx 3267 3264 [0.09416047217203297, 0.10328474134201611, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0] 1
dotnet/corefx 6337 6335 [0.0, 0.0, 0.0, 0.0, 0.06666666666666667, 1, 0.017094017094017096, 1.0, 0] 1
dotnet/corefx 6202 6181 [0.0, 0.023300219185549628, 0.0, 0.0, 0.5, 3, 0.3333333333333333, 0.47058823529411764, 0] 1
dotnet/corefx 20697 20599 [0.0, 0.07817686575400942, 0.779207186222088, 0.7719441018602432, 0.84375, 54, 0.7562068965517241, 0.8405519356075124, 0] 1
dotnet/corefx 17428 17419 [0.0, 0.1409669068164533, 0.2877590844738703, 0.8029255152014779, 0.1, 1, 0.16363636363636364, 1.0, -1] 1
dotnet/corefx 10460 10450 [0.0, 0.03398015356737735, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0] 1
dotnet/corefx 15044 14939 [0.0, 0.0, 0.0, 0.0, 0.0038819875776397515, 5, 0.010895170789163721, 0.6342857142857142, -1] 1
dotnet/corefx 34 32 [0.008367212858156857, 0.3856542189984348, 0.11292862027782259, 0.1878908073834229, 0.14285714285714285, 1, 0.23563218390804597, 1.0, 0] 1
dotnet/corefx 419 406 [0.0, 0.038507799229709413, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0] 1
dotnet/corefx 7925 7886 [0.0, 0.0252662626179002, 0.0, 0.0, 0.1, 1, 0.0019743336623889436, 1.0, 0] 1
dotnet/corefx 16069 9537 [0.0, 0.03299619489799725, 0.06489941245430546, 0.0, 0.0, 0, 0.0, 0.0, 0] 1
dotnet/corefx 6089 6058 [0.031141224597691846, 0.1136614918185099, 0.0, 0.0, 0, 0, 0.0, 0.0, 0] 1
dotnet/corefx 7627 7610 [0.2128451880204126, 0.0, 0.0, 0.0, 0.7, 7, 0.900990099009901, 1.0, 0] 1
dotnet/corefx 17151 17137 [0.05538829472936503, 0.33248461675004864, 0.4306175330235427, 0.46823257442770916, 0.25, 1, 0.0, 0.0, 1] 1
dotnet/corefx 2694 2675 [0.12269866467963701, 0.45256913287202877, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0] 1
dotnet/corefx 4160 4157 [0.0, 0.03227235341300738, 0.5675295754897275, 0.9164985615831226, 0.25, 1, 0.39933993399339934, 0.952755905511811, 0] 1
dotnet/corefx 7562 6293 [0.04061098610069819, 0.034451100509727946, 0.14367641405579792, 0.0, 0.09090909090909091, 1, 0.0, 0.0, 0] 1
dotnet/corefx 16826 16814 [0.05447674327126602, 0.05123235118723638, 1.0000000000000002, 1.0000000000000002, 1.0, 1, 1.0, 1.0, 0] 1
dotnet/corefx 8741 8740 [0.48815886564125627, 0.0, 0.0, 0.0, 1.0, 3, 1.0, 1.0, 0] 1
dotnet/corefx 14641 14631 [0.4516485940236346, 0.20116757407262426, 0.9007275773937267, 0.9007275773937267, 1.0, 2, 0.8921161825726142, 0.8921161825726142, 1] 1
dotnet/corefx 441 438 [0.3643987680225136, 0.0, 0.06194532070681855, 0.8492201731026441, 0.21052631578947367, 4, 0.08687258687258688, 0.34615384615384615, 0] 1
dotnet/corefx 6585 6194 [0.3486016804167135, 0.10503715006798793, 0.5906414396082312, 0.5906414396082312, 0.9, 9, 0.9316455696202531, 0.942381562099872, 0] 1
dotnet/corefx 19477 19463 [0.2639970163396746, 0.23724938096414952, 0.7822059286897675, 0.0, 0.0, 0, 0.0, 0.0, 1] 1
dotnet/corefx 12873 12863 [0.5334573412672834, 0.4576877377809207, 0.44859857211816895, 0.3754643982914894, 0.04878048780487805, 2, 0.021377672209026127, 0.084375, 0] 1
dotnet/corefx 9560 9557 [0.23635101032336064, 0.2485458817658109, 0.0, 0.0, 0.005780346820809248, 1, 0.0010570824524312897, 1.0, -1] 1
dotnet/corefx 3686 3046 [0.4430211255774402, 0.2339865751341932, 0.6484117968075858, 0.8190151142557939, 0.4, 2, 0.11578947368421053, 0.5116279069767442, 0] 1
dotnet/corefx 5345 5327 [0.1522823429389911, 0.0, 0.0, 0.0, 1.0, 2, 1.0, 1.0, 0] 1
dotnet/corefx 10718 10715 [0.7304407144549827, 0.0, 0.0, 0.0, 0.007352941176470588, 2, 0.0066857688634192934, 0.8, 0] 1
dotnet/corefx 9113 9112 [0.9820155134778197, 0.05059044183828846, 0.0, 0.0, 1.0, 333, 0.999341816586222, 0.999341816586222, 1] 1
dotnet/corefx 9312 9310 [0.6148224287179977, 0.0, 0.0, 0.0, 1.0, 29, 1.0, 1.0, 0] 1
